Timestamp,Milliseconds,X,Y,Z
2022-05-19 23:34:29,1,-0.10140991,4.09671,9.948196
2022-05-19 23:34:29,12,0.15956116,4.077545,10.010452
2022-05-19 23:34:29,21,0.32714844,4.1134644,9.86441
2022-05-19 23:34:29,31,0.36306763,4.0943146,9.670471
2022-05-19 23:34:29,42,0.4109497,4.075165,9.517242
2022-05-19 23:34:29,52,0.34152222,4.099106,9.471756
2022-05-19 23:34:29,61,0.29841614,4.0559998,9.545975
2022-05-19 23:34:29,72,0.29364014,3.9362946,9.560333
2022-05-19 23:34:29,82,0.25772095,3.8740387,9.636948
2022-05-19 23:34:29,91,0.24575806,3.8596802,9.596252
2022-05-19 23:34:29,102,0.25532532,3.8381348,9.603439
2022-05-19 23:34:29,111,0.3032074,3.8309479,9.4813385
2022-05-19 23:34:29,122,0.53544617,3.7615204,9.476547
2022-05-19 23:34:29,131,0.736557,3.708847,9.373596
2022-05-19 23:34:29,142,0.7868347,3.79982,9.275436
2022-05-19 23:34:29,151,0.46362305,3.9243164,8.985733
2022-05-19 23:34:29,161,0.09490967,4.0033264,8.75589
2022-05-19 23:34:29,172,-0.11576843,4.0559998,8.67688
2022-05-19 23:34:29,181,-0.24984741,4.11586,8.526047
2022-05-19 23:34:29,192,-0.23548889,4.091919,8.415909
2022-05-19 23:34:29,202,-0.14450073,4.108673,8.253113
2022-05-19 23:34:29,211,-0.1421051,4.1421967,8.0903015
2022-05-19 23:34:29,221,-0.029586792,4.123047,8.02565
2022-05-19 23:34:29,232,0.068573,4.123047,8.0903015
2022-05-19 23:34:29,241,0.11167908,4.091919,8.169312
2022-05-19 23:34:29,251,-0.12055969,4.03685,8.289017
2022-05-19 23:34:29,262,-0.53715515,3.9937592,8.459015
2022-05-19 23:34:29,271,-0.7885437,3.9722137,8.487732
2022-05-19 23:34:29,281,-0.8603668,3.8979797,8.43985
2022-05-19 23:34:29,291,-0.86994934,3.866867,8.346481
2022-05-19 23:34:29,302,-0.7789612,3.926712,8.265076
2022-05-19 23:34:29,311,-0.6903839,3.9913635,8.284225
2022-05-19 23:34:29,322,-0.580246,4.0224915,8.317749
2022-05-19 23:34:29,331,-0.58503723,4.0823364,8.36084
2022-05-19 23:34:29,342,-0.7023468,4.0655823,8.40155
2022-05-19 23:34:29,351,-0.81248474,4.0153046,8.528442
2022-05-19 23:34:29,361,-0.8029175,4.005722,8.724762
2022-05-19 23:34:29,372,-0.7095337,3.9530487,8.765472
2022-05-19 23:34:29,381,-0.6305237,3.9530487,8.75589
2022-05-19 23:34:29,392,-0.5970154,4.053604,8.648148
2022-05-19 23:34:29,401,-0.49884033,4.187683,8.57872
2022-05-19 23:34:29,412,-0.47729492,4.2642975,8.43985
2022-05-19 23:34:29,421,-0.54911804,4.3241577,8.459015
2022-05-19 23:34:29,432,-0.6975708,4.369644,8.545197
2022-05-19 23:34:29,441,-0.75024414,4.345703,8.51886
2022-05-19 23:34:29,451,-0.8292389,4.4534454,8.542801
2022-05-19 23:34:29,462,-0.7789612,4.522873,8.535629
2022-05-19 23:34:29,471,-0.683197,4.5085144,8.514069
