Timestamp,Milliseconds,X,Y,Z
2022-05-19 23:35:13,1,-1.0088043,5.02565,8.289017
2022-05-19 23:35:13,10,-0.5227814,4.910736,8.032837
2022-05-19 23:35:13,21,-0.055923462,4.961014,7.934677
2022-05-19 23:35:13,30,0.12364197,4.9562225,8.02565
2022-05-19 23:35:13,42,0.10449219,4.989746,8.166916
2022-05-19 23:35:13,50,0.051818848,4.965805,8.221985
2022-05-19 23:35:13,60,0.049423218,4.9873505,8.277054
2022-05-19 23:35:13,71,-0.010421753,4.961014,8.351273
2022-05-19 23:35:13,80,-0.23548889,4.893982,8.473373
2022-05-19 23:35:13,91,-0.32167053,4.824539,8.497314
2022-05-19 23:35:13,100,-0.17562866,4.8053894,8.447037
2022-05-19 23:35:13,111,0.015899658,4.7503204,8.51886
2022-05-19 23:35:13,120,0.17871094,4.7670746,8.588287
2022-05-19 23:35:13,131,0.2337799,4.745529,8.643356
2022-05-19 23:35:13,140,0.2744751,4.752716,8.691238
2022-05-19 23:35:13,150,0.37265015,4.704834,8.652939
2022-05-19 23:35:13,161,0.40376282,4.721588,8.717575
2022-05-19 23:35:13,170,0.42053223,4.7096252,8.751099
2022-05-19 23:35:13,180,0.38700867,4.7000427,8.798981
2022-05-19 23:35:13,191,0.29841614,4.6449738,8.808563
2022-05-19 23:35:13,201,0.20265198,4.613846,8.789413
2022-05-19 23:35:13,210,0.1547699,4.666519,8.782227
2022-05-19 23:35:13,220,-0.041549683,4.771866,8.557175
2022-05-19 23:35:13,231,-0.06788635,4.7982025,8.344086
2022-05-19 23:35:13,240,0.0015411377,4.8652496,8.219589
2022-05-19 23:35:13,251,0.039855957,4.9250946,8.140579
2022-05-19 23:35:13,260,-0.03437805,4.9945374,8.157333
2022-05-19 23:35:13,271,-0.13253784,4.9322815,8.32254
2022-05-19 23:35:13,280,-0.13014221,4.8532715,8.375214
2022-05-19 23:35:13,290,-0.15408325,4.886795,8.334503
2022-05-19 23:35:13,301,-0.1085968,5.0232544,8.236343
2022-05-19 23:35:13,310,-0.12295532,5.037628,8.2243805
2022-05-19 23:35:13,321,-0.10140991,4.9682007,8.186066
2022-05-19 23:35:14,330,-0.1373291,4.8915863,8.205215
2022-05-19 23:35:14,340,-0.2857666,4.922699,8.269867
2022-05-19 23:35:14,351,-0.47250366,4.84848,8.427887
2022-05-19 23:35:14,361,-0.67840576,4.8125763,8.645752
2022-05-19 23:35:14,370,-0.83403015,4.7814484,8.93306
2022-05-19 23:35:14,380,-0.817276,4.7982025,9.079102
2022-05-19 23:35:14,391,-0.7454529,4.752716,9.237122
2022-05-19 23:35:14,400,-0.5970154,4.8125763,9.222763
2022-05-19 23:35:14,410,-0.54911804,4.898758,9.019257
2022-05-19 23:35:14,421,-0.44856262,5.0591736,8.609848
2022-05-19 23:35:14,430,-0.3480072,5.1501465,8.154938
2022-05-19 23:35:14,441,-0.34561157,5.190857,7.692856
2022-05-19 23:35:14,450,-0.3935089,5.231552,7.3816223
2022-05-19 23:35:14,460,-0.5730591,5.250717,7.2164154
2022-05-19 23:35:14,471,-0.8316345,5.277054,7.3313446
2022-05-19 23:35:14,480,-0.86994934,5.221985,7.5875244
2022-05-19 23:35:14,490,-0.9058533,5.198044,7.7072296
2022-05-19 23:35:14,500,-0.64489746,5.2339478,8.181274
2022-05-19 23:35:14,510,-0.3695526,5.2339478,8.3824005
2022-05-19 23:35:14,521,-0.06309509,5.221985,8.648148
2022-05-19 23:35:14,530,0.07096863,5.1645203,8.8349
2022-05-19 23:35:14,540,0.054214478,5.1142426,8.940247
2022-05-19 23:35:14,551,-0.053527832,5.1094513,9.148544
2022-05-19 23:35:14,560,-0.32406616,5.1381836,8.868423
2022-05-19 23:35:14,570,-0.42222595,5.1812744,8.909119
2022-05-19 23:35:14,581,-0.49884033,5.1932526,8.684067
2022-05-19 23:35:14,590,-0.47250366,5.293808,8.461395
2022-05-19 23:35:14,600,-0.5682831,5.3991547,8.310562
2022-05-19 23:35:14,611,-0.5970154,5.530838,8.221985
2022-05-19 23:35:14,620,-0.5634918,5.571533,8.198044
2022-05-19 23:35:14,631,-0.5706787,5.6409607,8.312958
2022-05-19 23:35:14,640,-0.5467377,5.6170197,8.435059
2022-05-19 23:35:14,651,-0.5515137,5.573929,8.65773
2022-05-19 23:35:14,660,-0.42941284,5.6864624,8.8181305
2022-05-19 23:35:14,671,-0.2642212,5.6361694,9.100647
2022-05-19 23:35:14,680,-0.1421051,5.6672974,9.421478
2022-05-19 23:35:14,690,-0.012817383,5.6361694,9.545975
2022-05-19 23:35:14,701,0.025482178,5.59787,9.766235
2022-05-19 23:35:14,710,0.16435242,5.5523834,9.92186
2022-05-19 23:35:14,721,0.25053406,5.573929,10.022415
2022-05-19 23:35:14,730,0.33433533,5.542801,10.024811
2022-05-19 23:35:14,740,0.2696991,5.4805603,10.022415
2022-05-19 23:35:14,751,0.18589783,5.3871765,9.950592
2022-05-19 23:35:14,760,0.14041138,5.3871765,9.929047
2022-05-19 23:35:14,771,0.10449219,5.4781647,9.651321
2022-05-19 23:35:14,780,0.15716553,5.5523834,9.48851
2022-05-19 23:35:14,791,0.19546509,5.6074524,9.273041
2022-05-19 23:35:14,800,0.19786072,5.6074524,9.07431
2022-05-19 23:35:14,810,0.07815552,5.4613953,8.887573
2022-05-19 23:35:14,820,0.08534241,5.3201447,8.825317
2022-05-19 23:35:14,830,-0.12295532,5.221985,8.688858
2022-05-19 23:35:14,841,-0.25942993,5.0663605,8.566742
2022-05-19 23:35:14,850,-0.28337097,4.917923,8.57872
2022-05-19 23:35:14,860,-0.45335388,4.8652496,8.511673
2022-05-19 23:35:14,870,-0.69277954,4.8125763,8.61702
2022-05-19 23:35:14,880,-0.9034729,4.7024384,8.863632
2022-05-19 23:35:14,891,-0.86276245,4.585129,9.222763
2022-05-19 23:35:14,900,-0.5898285,4.3792267,9.531616
2022-05-19 23:35:14,911,-0.11816406,4.242752,9.811737
2022-05-19 23:35:14,920,0.36546326,4.1254425,9.950592
2022-05-19 23:35:14,931,0.54263306,3.981781,9.943405
2022-05-19 23:35:14,940,0.5282593,3.8884125,10.096649
2022-05-19 23:35:14,951,0.26011658,3.8381348,10.122971
2022-05-19 23:35:14,960,-0.1995697,3.7902527,9.859619
2022-05-19 23:35:14,970,-0.54434204,3.811798,9.490906
2022-05-19 23:35:14,980,-0.86276245,3.8524933,9.131775
2022-05-19 23:35:14,991,-1.109375,3.950653,8.885178
2022-05-19 23:35:14,1001,-1.1428833,4.0272675,8.628998
2022-05-19 23:35:14,1011,-1.0471191,4.156555,8.423096
2022-05-19 23:35:14,1020,-1.0471191,4.2714844,8.188461
2022-05-19 23:35:14,1031,-1.0016327,4.357666,8.02327
2022-05-19 23:35:14,1041,-0.8436127,4.338516,7.8604584
2022-05-19 23:35:14,1050,-0.68559265,4.2523346,7.9131317
2022-05-19 23:35:14,1061,-0.49884033,4.0895233,8.130997
2022-05-19 23:35:14,1070,-0.53715515,3.988968,8.315353
2022-05-19 23:35:14,1081,-0.52757263,3.9841766,8.729553
2022-05-19 23:35:14,1091,-0.44378662,3.8884125,9.069534
2022-05-19 23:35:14,1100,-0.35998535,3.8620758,9.2491
2022-05-19 23:35:14,1111,-0.07267761,3.847702,9.519638
2022-05-19 23:35:14,1120,0.035064697,3.847702,9.510056
2022-05-19 23:35:14,1131,0.34631348,3.8094025,9.380768
2022-05-19 23:35:14,1140,0.39419556,3.8094025,9.179657
2022-05-19 23:35:14,1151,0.2744751,3.8884125,8.995316
2022-05-19 23:35:14,1160,0.049423218,3.926712,8.801376
2022-05-19 23:35:14,1170,-0.08943176,3.9913635,8.645752
2022-05-19 23:35:14,1181,-0.20915222,4.0512085,8.449432
2022-05-19 23:35:14,1190,-0.20196533,4.132614,8.207611
2022-05-19 23:35:14,1201,-0.12055969,4.27388,7.9083405
2022-05-19 23:35:14,1210,-0.046340942,4.3816223,7.6354065
2022-05-19 23:35:14,1221,-0.14689636,4.498932,7.486969
2022-05-19 23:35:14,1230,-0.20436096,4.589905,7.4055634
2022-05-19 23:35:14,1241,-0.09901428,4.6042786,7.3576813
2022-05-19 23:35:14,1251,0.049423218,4.601883,7.281067
2022-05-19 23:35:14,1260,0.2122345,4.673706,7.316971
2022-05-19 23:35:14,1271,0.26730347,4.752716,7.4534454
2022-05-19 23:35:14,1280,0.26730347,4.7862396,7.6354065
2022-05-19 23:35:14,1291,0.13082886,4.791031,7.850876
2022-05-19 23:35:14,1300,-0.008041382,4.7982025,7.9394684
2022-05-19 23:35:14,1311,-0.1995697,4.8173676,7.882004
2022-05-19 23:35:14,1320,-0.2570343,4.800598,7.8221436
2022-05-19 23:35:15,1331,-0.39111328,4.8125763,7.807785
2022-05-19 23:35:15,1341,-0.3935089,4.84848,7.791031
2022-05-19 23:35:15,1350,-0.4557495,4.8532715,7.961014
2022-05-19 23:35:15,1361,-0.5419464,4.917923,8.044815
2022-05-19 23:35:15,1370,-0.5108185,4.9921417,8.135788
2022-05-19 23:35:15,1380,-0.42941284,5.073532,8.102264
2022-05-19 23:35:15,1391,-0.29533386,5.119034,8.159729
2022-05-19 23:35:15,1401,-0.2402649,5.092697,8.28183
2022-05-19 23:35:15,1410,-0.37434387,5.111847,8.516464
2022-05-19 23:35:15,1421,-0.5706787,5.0783234,8.849258
2022-05-19 23:35:15,1430,-0.7286835,5.061569,9.148544
2022-05-19 23:35:15,1441,-0.71432495,5.0783234,9.296982
2022-05-19 23:35:15,1450,-0.61616516,5.116638,9.399933
2022-05-19 23:35:15,1461,-0.52757263,5.2674713,9.2682495
2022-05-19 23:35:15,1470,-0.30491638,5.3153534,9.124603
2022-05-19 23:35:15,1481,-0.08703613,5.3201447,8.971359
2022-05-19 23:35:15,1491,0.047027588,5.3440857,8.842087
2022-05-19 23:35:15,1500,0.047027588,5.3225403,8.921082
2022-05-19 23:35:15,1511,0.10688782,5.2243805,9.026428
2022-05-19 23:35:15,1520,0.07815552,5.1381836,9.194031
2022-05-19 23:35:15,1531,0.023086548,5.152542,9.529221
2022-05-19 23:35:15,1541,-0.039154053,5.135788,9.967361
2022-05-19 23:35:15,1550,-0.029586792,5.061569,10.374374
2022-05-19 23:35:15,1561,0.10688782,4.9801636,10.637726
2022-05-19 23:35:15,1571,0.2409668,5.032837,10.671249
2022-05-19 23:35:15,1580,0.30560303,5.2339478,10.503662
2022-05-19 23:35:15,1591,0.45404053,5.391968,10.036789
2022-05-19 23:35:15,1601,0.5881195,5.3704224,9.495697
2022-05-19 23:35:15,1610,0.53305054,5.279434,8.921082
2022-05-19 23:35:15,1621,0.22419739,5.257889,8.351273
2022-05-19 23:35:15,1630,0.142807,5.2650757,8.219589
2022-05-19 23:35:15,1640,0.13562012,5.032837,8.102264
2022-05-19 23:35:15,1651,0.25772095,4.7191925,8.231552
2022-05-19 23:35:15,1660,0.37265015,4.5013275,8.593079
2022-05-19 23:35:15,1671,0.58332825,4.3241577,9.462173
2022-05-19 23:35:15,1680,0.815567,4.11586,10.101425
2022-05-19 23:35:15,1691,1.1052704,3.8692627,10.563507
2022-05-19 23:35:15,1701,1.2010345,3.6585693,10.757446
2022-05-19 23:35:15,1710,1.1172333,3.5436401,10.733505
2022-05-19 23:35:15,1721,0.9352875,3.5556183,10.498871
2022-05-19 23:35:15,1730,0.8012085,3.5412445,10.048752
2022-05-19 23:35:15,1741,0.6934662,3.5675812,9.660904
2022-05-19 23:35:15,1750,0.6455841,3.6202545,9.182053
2022-05-19 23:35:15,1761,0.56417847,3.6992645,8.753494
2022-05-19 23:35:15,1770,0.44926453,3.7902527,8.329727
2022-05-19 23:35:15,1781,0.3391266,3.847702,7.903549
2022-05-19 23:35:15,1790,0.37265015,3.8979797,7.498932
2022-05-19 23:35:15,1801,0.3965912,4.03685,7.1685333
2022-05-19 23:35:15,1811,0.6383972,4.218811,6.909958
2022-05-19 23:35:15,1820,0.9065552,4.290634,6.7974243
2022-05-19 23:35:15,1831,1.0956879,4.242752,6.8500977
2022-05-19 23:35:15,1840,1.2154083,4.1685333,7.053604
2022-05-19 23:35:15,1852,1.241745,4.156555,7.35289
2022-05-19 23:35:15,1860,1.3303223,4.0823364,7.6713104
2022-05-19 23:35:15,1871,1.2513123,3.981781,8.001709
2022-05-19 23:35:15,1880,1.1268158,3.9602356,8.300995
2022-05-19 23:35:15,1891,1.0023193,3.9195404,8.561951
2022-05-19 23:35:15,1900,0.8921814,3.9243164,8.626602
2022-05-19 23:35:15,1910,0.7940216,3.95784,8.640961
2022-05-19 23:35:15,1920,0.4516449,4.0081177,8.49971
2022-05-19 23:35:15,1931,0.26730347,4.077545,8.413513
2022-05-19 23:35:15,1941,0.16435242,4.09671,8.312958
2022-05-19 23:35:15,1950,-0.046340942,4.1733246,8.06636
2022-05-19 23:35:15,1961,-0.15887451,4.242752,7.9705963
2022-05-19 23:35:15,1971,-0.1708374,4.316971,7.989746
2022-05-19 23:35:15,1980,-0.08703613,4.412735,7.9514313
2022-05-19 23:35:15,1991,0.11407471,4.4175262,8.047211
2022-05-19 23:35:15,2000,0.20025635,4.4869537,8.221985
2022-05-19 23:35:15,2010,0.20744324,4.5252686,8.380005
2022-05-19 23:35:15,2021,0.15956116,4.6162415,8.516464
2022-05-19 23:35:15,2030,0.12124634,4.7072296,8.516464
2022-05-19 23:35:15,2041,-0.027191162,4.704834,8.406342
2022-05-19 23:35:15,2050,-0.16604614,4.795807,8.267471
2022-05-19 23:35:15,2060,-0.19238281,4.843689,8.154938
2022-05-19 23:35:15,2071,-0.036758423,4.8365173,8.073547
2022-05-19 23:35:15,2081,0.008728027,4.7742615,8.078323
2022-05-19 23:35:15,2090,-0.017608643,4.7431335,8.248322
2022-05-19 23:35:15,2101,-0.07267761,4.7503204,8.51886
2022-05-19 23:35:15,2110,-0.13253784,4.776657,8.789413
2022-05-19 23:35:15,2121,-0.07507324,4.7503204,9.024033
2022-05-19 23:35:15,2130,-0.005645752,4.764694,9.119812
2022-05-19 23:35:15,2141,0.10928345,4.8173676,9.172485
2022-05-19 23:35:15,2150,-0.022399902,4.9083405,9.237122
2022-05-19 23:35:15,2161,-0.14689636,4.9442596,9.294586
2022-05-19 23:35:15,2170,-0.1708374,4.9873505,9.33049
2022-05-19 23:35:15,2181,-0.24745178,5.0184784,9.555557
2022-05-19 23:35:15,2191,-0.25224304,5.013687,9.754272
2022-05-19 23:35:15,2200,-0.12535095,4.934677,9.92186
2022-05-19 23:35:15,2211,-0.027191162,4.9155273,10.072693
2022-05-19 23:35:15,2220,0.051818848,4.9322815,10.180435
2022-05-19 23:35:15,2231,0.14518738,4.882004,10.278595
2022-05-19 23:35:15,2240,0.2409668,4.7311707,10.61618
2022-05-19 23:35:15,2251,0.3103943,4.606674,10.910675
2022-05-19 23:35:15,2261,0.4109497,4.53006,11.260223
2022-05-19 23:35:15,2270,0.4300995,4.388794,11.490067
2022-05-19 23:35:15,2281,0.46601868,4.2690887,11.650482
2022-05-19 23:35:15,2290,0.41334534,4.151779,11.755829
2022-05-19 23:35:15,2301,0.24575806,4.075165,11.578659
2022-05-19 23:35:15,2310,0.11647034,4.0344543,11.36557
2022-05-19 23:35:15,2321,0.14758301,4.0153046,11.013626
2022-05-19 23:35:16,2331,0.16912842,4.000931,10.601822
2022-05-19 23:35:16,2340,0.19308472,4.0464325,10.211563
2022-05-19 23:35:16,2351,0.13322449,4.156555,9.869186
2022-05-19 23:35:16,2360,0.08773804,4.328949,9.495697
2022-05-19 23:35:16,2371,-0.041549683,4.5372314,9.301773
2022-05-19 23:35:16,2380,-0.30491638,4.759903,9.117416
