time,seconds_elapsed,z,y,x
1621953362210163700,-298.69283618164064,-1.014538131185621,0.5303203438997268,0.7817400136582553
1621953362220157000,-298.68284301757814,-1.0919698920428753,0.33723639712333675,0.7941434220269322
1621953362230149600,-298.6728503417969,-1.111816894415766,0.11910627189576625,0.8403712124556303
1621953362240142800,-298.6628571777344,-1.1181482893943786,-0.05796703580021858,0.9206126239061355
1621953362250135800,-298.6528642578125,-1.123518876516819,-0.17352292173802852,1.0078582150302826
1621953362260128800,-298.6428713378906,-1.1191807011820376,-0.22979250597059725,1.0880592944703995
1621953362270121700,-298.63287817382815,-1.1223650303065775,-0.18476620028614996,1.158795064820349
1621953362280114700,-298.62288525390625,-1.1272321979515254,-0.036921909683942794,1.1934678804032504
1621953362290107400,-298.612892578125,-1.1050818870723247,0.18538637801110744,1.226184447351843
1621953362300100600,-298.6028994140625,-1.0671617601312697,0.3983592666059732,1.256822746721655
1621953362310093600,-298.5929064941406,-1.029517673652619,0.5481359865754842,1.285994334539771
1621953362320086800,-298.5829133300781,-0.9862287131547928,0.5999994448035955,1.2770705849803983
1621953362330079500,-298.57292041015626,-0.9834069337323308,0.5350637390345334,1.2487635050371289
1621953362340072700,-298.56292724609375,-1.0034254932798445,0.3998199868083,1.1856322914067654
1621953362350065700,-298.55293432617185,-1.0236989043712614,0.20097148515582083,1.075037023551017
1621953362360058600,-298.54294140625,-1.0640540033742785,0.046344402545690534,0.9500302223745732
1621953362370051600,-298.5329484863281,-1.0762862929597496,-0.012715104666352272,0.8091746216159313
1621953362380044800,-298.522955078125,-1.0515411432817579,-0.023415946900844573,0.6667950261604041
1621953362390037500,-298.51296240234376,-1.0403485720075667,0.04426233557462692,0.5516697867248207
1621953362400030700,-298.50296923828125,-1.0082692800492048,0.14683131416738032,0.4953423713577911
1621953362410023700,-298.49297631835935,-0.9648781743511557,0.19912322694063186,0.45291481346227225
1621953362420016600,-298.4829833984375,-0.9289877996720373,0.19650281530916688,0.42697986947782335
1621953362430009600,-298.4729904785156,-0.9278799845606088,0.12474807717502116,0.3953576005719602
1621953362440002600,-298.46299755859377,-0.9317666167356073,0.003762567403912544,0.3658624068226665
1621953362449995500,-298.45300439453126,-0.8864569640651345,-0.12075403910279273,0.3668217533741146
1621953362459988500,-298.44301147460936,-0.8300064703077077,-0.22716098842322824,0.34569453846495596
1621953362469981700,-298.43301831054686,-0.719386871728301,-0.3300187208294868,0.3535784601151943
1621953362479974400,-298.4230256347656,-0.5819575921565294,-0.4250204790383577,0.37397308643348515
1621953362489967600,-298.4130324707031,-0.4341001498118043,-0.4851040686011314,0.3918673838360235
1621953362499960600,-298.4030393066406,-0.2483361706599593,-0.4915829092264175,0.3771369572918862
1621953362509953500,-298.39304638671877,-0.08606587982028722,-0.4962409641653299,0.3407339203828946
1621953362519946500,-298.38305346679687,0.09278203633278607,-0.4982908824324608,0.30882582027297467
1621953362529939700,-298.37306030273436,0.37966801013946533,-0.5058896669983863,0.2794689755484462
1621953362539932400,-298.3630676269531,0.9422560081765055,-0.5202122068613767,0.20351751637682317
1621953362549925600,-298.3530744628906,1.4207432889863847,-0.5233621953248977,0.10220482145547866
1621953362559918600,-298.3430812988281,1.8635715196549891,-0.5161503642499446,0.06423822502419352
1621953362569911800,-298.3330881347656,2.2575147233843804,-0.42325405388772486,0.02639204010218382
1621953362579905500,-298.3230944824219,2.593100138430297,-0.2739624870866537,-0.020493995039537548
1621953362589898500,-298.3131015625,2.8364775176391004,-0.16049918951392173,-0.10901165192611514
1621953362599891700,-298.3031083984375,2.9489725547015664,-0.10491992563307284,-0.19929463798478245
1621953362609884400,-298.29311547851563,2.915737224575877,-0.12727554982602596,-0.30280564666800197
1621953362619877600,-298.2831223144531,2.7326170379310843,-0.21677052731215954,-0.44103316394537684
1621953362629870600,-298.2731293945312,2.2981296423673627,-0.32405835112035275,-0.5543075878825038
1621953362639863600,-298.2631364746094,1.7458555330738423,-0.38740065021812914,-0.6410557508785277
1621953362649856500,-298.2531435546875,1.2731737236723304,-0.42252223248183723,-0.6677538612551986
1621953362659849700,-298.243150390625,0.8882061458200216,-0.39083413179814813,-0.6574784048259258
1621953362669842700,-298.2331572265625,0.583996696768701,-0.3619645956665277,-0.6592008447043597
1621953362679835600,-298.2231643066406,0.37468116163760423,-0.3107429424732923,-0.6370977339677513
1621953362689828600,-298.2131713867187,0.21596739423573016,-0.26277532263994213,-0.6213751911137253
1621953362699821800,-298.2031782226563,0.12542086187005042,-0.20172961004674433,-0.6400823758017271
1621953362709814500,-298.193185546875,0.21402590477913616,-0.12541092499792575,-0.6738838884428143
